,trip_id,arrival_time,time_diff,cluster,minutes_past_midnight
0,13678409, 7:38:35,0.0,2,458.5833333333333
1,13678412, 8:42:35,64.0,2,522.5833333333334
2,13678430, 9:43:27,60.86666666666667,2,583.45
3,13678427,10:14:27,31.0,2,614.45
4,13678404,10:45:27,31.0,2,645.45
5,13678433,11:15:27,30.0,2,675.45
6,13678423,11:45:27,30.0,2,705.45
7,13678435,12:15:27,30.0,0,735.45
8,13678413,12:43:21,27.9,0,763.35
9,13678417,13:17:21,34.0,0,797.35
10,13678414,13:47:21,30.0,0,827.35
11,13678420,14:11:21,24.0,0,851.35
12,13678424,14:41:21,30.0,0,881.35
13,13678432,15:12:21,31.0,0,912.35
14,13678428,15:42:21,30.0,0,942.35
15,13678419,16:12:21,30.0,0,972.35
16,13678415,16:43:12,30.85,4,1003.2
17,13678407,17:14:12,31.0,4,1034.2
18,13678425,17:49:12,35.0,4,1069.2
19,13678410,18:19:12,30.0,4,1099.2
20,13678434,18:49:12,30.0,4,1129.2
21,13678405,19:19:12,30.0,4,1159.2
22,13678426,19:49:12,30.0,4,1189.2
23,13678431,20:17:21,28.15,4,1217.35
24,13678418,20:46:21,29.0,1,1246.35
25,13678416,21:16:21,30.0,1,1276.35
26,13678429,21:44:27,28.1,1,1304.45
27,13678406,22:12:27,28.0,1,1332.45
28,13678422,22:43:27,31.0,1,1363.45
29,13678421,23:13:27,30.0,1,1393.45
30,13678436,23:43:27,30.0,1,1423.45
31,13678411,24:18:27,35.0,3,18.45
32,13678408,24:55:44,37.28333333333333,3,55.733333333333334
